latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
19.38653,-102.70907,335.98,1.29,1.13,2025-03-25,1618,T,86,6.1NRT,309.25,36.54,D
39.59407,-93.62479,303.2,1,1,2025-03-25,1611,T,55,6.1NRT,278.5,6.39,D
19.3766,-102.71041,322.14,1.29,1.13,2025-03-25,1618,T,45,6.1NRT,306.64,12.6,D
39.55334,-93.71674,305.74,1,1,2025-03-25,1611,T,62,6.1NRT,281.06,7.94,D
17.89259,-93.17753,321.13,2.19,1.44,2025-03-25,1618,T,78,6.1NRT,290.55,43.55,D
39.44778,-93.69048,300.11,1,1,2025-03-25,1611,T,28,6.1NRT,276.15,4.78,D
17.84089,-93.105,309.05,2.23,1.45,2025-03-25,1618,T,56,6.1NRT,290.03,14.62,D
38.86464,-90.63126,320.7,1.24,1.11,2025-03-25,1611,T,76,6.1NRT,288.94,25.08,D
18.98315,-102.19445,327.29,1.2,1.09,2025-03-25,1618,T,75,6.1NRT,304.19,19.68,D
18.94948,-102.31279,340.69,1.21,1.1,2025-03-25,1618,T,89,6.1NRT,306.33,42.44,D
39.6598,-96.85088,330.88,1.13,1.06,2025-03-25,1611,T,86,6.1NRT,295.17,31.54,D
18.69931,-101.43987,317.35,1.1,1.04,2025-03-25,1618,T,29,6.1NRT,301.33,7.47,D
37.70031,-85.8435,306.21,2.5,1.52,2025-03-25,1611,T,59,6.1NRT,288.05,23.39,D
18.56778,-102.93385,342.38,1.31,1.13,2025-03-25,1618,T,90,6.1NRT,306.59,54.81,D
37.69207,-85.85307,302.41,2.5,1.52,2025-03-25,1611,T,52,6.1NRT,288.08,15.51,D
18.55784,-102.93535,348.96,1.31,1.13,2025-03-25,1618,T,94,6.1NRT,306.11,73.53,D
38.63493,-90.85926,301.38,1.23,1.1,2025-03-25,1611,T,47,6.1NRT,285.08,5.94,D
18.55779,-102.94122,335.86,1.31,1.13,2025-03-25,1618,T,86,6.1NRT,305.91,39.58,D
38.92064,-92.79778,321.45,1.04,1.02,2025-03-25,1611,T,81,6.1NRT,287.55,19.79,D
18.55625,-102.92927,325.43,1.3,1.13,2025-03-25,1618,T,76,6.1NRT,304.21,18.62,D
38.91196,-92.86031,308.36,1.04,1.02,2025-03-25,1611,T,67,6.1NRT,286.54,8.11,D
17.89522,-98.50935,316.42,1.04,1.02,2025-03-25,1618,T,57,6.1NRT,301.53,5.17,D
37.41774,-85.84637,302.53,2.54,1.53,2025-03-25,1611,T,53,6.1NRT,287.93,18.64,D
37.42284,-85.85016,302.5,2.54,1.53,2025-03-25,1611,T,52,6.1NRT,288,18.83,D
17.8938,-98.49993,330.6,1.04,1.02,2025-03-25,1618,T,82,6.1NRT,302.13,21.29,D
37.97344,-89.55727,302.56,1.47,1.2,2025-03-25,1611,T,53,6.1NRT,289.63,7.42,D
18.05453,-99.71452,323.45,1,1,2025-03-25,1618,T,68,6.1NRT,305.96,10.38,D
37.97046,-89.54126,310.06,1.47,1.2,2025-03-25,1611,T,69,6.1NRT,291.03,15.82,D
37.51811,-87.24308,307.01,2.07,1.4,2025-03-25,1611,T,65,6.1NRT,290.18,15.53,D
17.93482,-102.21093,319.21,1.17,1.08,2025-03-25,1618,T,0,6.1NRT,303.71,10.05,D
38.37296,-91.9974,301.79,1.11,1.05,2025-03-25,1611,T,49,6.1NRT,288.08,5.31,D
17.93343,-102.20021,318.96,1.17,1.08,2025-03-25,1618,T,0,6.1NRT,303.77,9.53,D
38.53,-93.39093,302.78,1.02,1.01,2025-03-25,1611,T,37,6.1NRT,289.56,4.79,D
38.36696,-93.47832,305.97,1.02,1.01,2025-03-25,1611,T,63,6.1NRT,290.96,6.03,D
37.85133,-90.89291,301.6,1.26,1.11,2025-03-25,1611,T,48,6.1NRT,291.1,5.07,D
37.84892,-90.87911,304.91,1.26,1.12,2025-03-25,1611,T,60,6.1NRT,290.72,7.61,D
37.70566,-90.30728,302.22,1.35,1.15,2025-03-25,1611,T,51,6.1NRT,290.42,5.92,D
37.25286,-89.38536,310.32,1.55,1.23,2025-03-25,1611,T,69,6.1NRT,290.37,17.16,D
37.24224,-89.38843,301.84,1.55,1.23,2025-03-25,1611,T,33,6.1NRT,289.92,6.36,D
37.11596,-88.7412,303.35,1.71,1.28,2025-03-25,1611,T,55,6.1NRT,291.43,8.72,D
36.63884,-86.57497,300.31,2.4,1.49,2025-03-25,1611,T,34,6.1NRT,289.57,10.15,D
37.37877,-90.62283,319.26,1.32,1.14,2025-03-25,1611,T,79,6.1NRT,293.67,22.42,D
37.27856,-90.64213,305.59,1.32,1.14,2025-03-25,1611,T,51,6.1NRT,293.8,6.9,D
37.42324,-92.00073,315.36,1.14,1.07,2025-03-25,1611,T,75,6.1NRT,292.43,14.98,D
37.42115,-91.98834,305.56,1.14,1.07,2025-03-25,1611,T,58,6.1NRT,292.03,6.39,D
36.57851,-87.61219,302.14,2.07,1.4,2025-03-25,1611,T,49,6.1NRT,291.03,10.72,D
37.0607,-90.12395,303.01,1.42,1.18,2025-03-25,1611,T,31,6.1NRT,289.68,5.12,D
36.57141,-87.59802,302.98,2.07,1.4,2025-03-25,1611,T,52,6.1NRT,291.28,12.25,D
36.82523,-90.26773,306.86,1.41,1.18,2025-03-25,1611,T,57,6.1NRT,293.58,6.21,D
35.05818,-82.67942,303.12,4.68,1.98,2025-03-25,1611,T,52,6.1NRT,288.06,49.2,D
36.75134,-90.37389,305.18,1.4,1.17,2025-03-25,1611,T,53,6.1NRT,293.01,5.64,D
35.05758,-82.68919,303.53,4.68,1.98,2025-03-25,1611,T,53,6.1NRT,287.95,52.8,D
36.58046,-90.40284,331.01,1.4,1.17,2025-03-25,1611,T,75,6.1NRT,296.54,40.28,D
36.57767,-90.3878,322.83,1.41,1.17,2025-03-25,1611,T,76,6.1NRT,295.89,24.57,D
36.3027,-89.54894,307.38,1.59,1.24,2025-03-25,1611,T,32,6.1NRT,293.24,8.76,D
36.2994,-89.53202,307.63,1.6,1.24,2025-03-25,1611,T,44,6.1NRT,293.44,9.35,D
36.2976,-89.53834,311.23,1.6,1.24,2025-03-25,1611,T,63,6.1NRT,293.7,15.66,D
37.32512,-96.22382,341.25,1.04,1.02,2025-03-25,1611,T,92,6.1NRT,288.55,42.98,D
37.32362,-96.21246,327.54,1.03,1.02,2025-03-25,1611,T,46,6.1NRT,288.55,21.86,D
37.25846,-96.20897,317.06,1.03,1.02,2025-03-25,1611,T,74,6.1NRT,294.18,10.09,D
37.25695,-96.19763,317.52,1.03,1.02,2025-03-25,1611,T,52,6.1NRT,295.21,10.18,D
37.33767,-96.89246,316.16,1.08,1.04,2025-03-25,1611,T,50,6.1NRT,287.49,12.94,D
36.38637,-90.81544,323.79,1.35,1.15,2025-03-25,1611,T,81,6.1NRT,295.88,25.64,D
37.22136,-96.3446,364.51,1.04,1.02,2025-03-25,1611,T,100,6.1NRT,299.3,99.48,D
37.21988,-96.33323,351.63,1.04,1.02,2025-03-25,1611,T,96,6.1NRT,298.44,64.45,D
37.05919,-95.9623,312.88,1.02,1.01,2025-03-25,1611,T,69,6.1NRT,291.63,7.65,D
37.0805,-96.25742,321.55,1.03,1.02,2025-03-25,1611,T,79,6.1NRT,294.78,15.08,D
37.079,-96.24609,323.76,1.03,1.02,2025-03-25,1611,T,81,6.1NRT,294.78,17.86,D
37.0775,-96.23479,317.92,1.03,1.02,2025-03-25,1611,T,73,6.1NRT,293.31,11,D
37.0701,-96.24788,368.94,1.03,1.02,2025-03-25,1611,T,100,6.1NRT,298.26,111.5,D
37.06861,-96.2366,342.98,1.03,1.02,2025-03-25,1611,T,92,6.1NRT,296.55,43.9,D
37.04178,-96.10353,314.45,1.03,1.01,2025-03-25,1611,T,71,6.1NRT,296,9.19,D
37.03896,-96.28896,313.98,1.03,1.02,2025-03-25,1611,T,60,6.1NRT,295.47,8.03,D
37.00928,-96.13311,319.68,1.03,1.01,2025-03-25,1611,T,77,6.1NRT,293.55,13.95,D
37.35209,-99.39995,323.12,1.39,1.17,2025-03-25,1611,T,77,6.1NRT,297.98,24.54,D
37.35048,-99.38462,312.66,1.39,1.17,2025-03-25,1611,T,60,6.1NRT,297.52,9.09,D
36.90468,-95.77219,342.34,1.01,1.01,2025-03-25,1611,T,92,6.1NRT,287.79,45.53,D
36.0413,-90.79802,319.17,1.37,1.16,2025-03-25,1611,T,76,6.1NRT,298.14,17,D
37.21381,-98.96084,325.71,1.31,1.14,2025-03-25,1611,T,80,6.1NRT,297.91,27.49,D
36.62892,-94.67018,307.32,1,1,2025-03-25,1611,T,58,6.1NRT,286.83,7.59,D
36.02563,-91.05799,320.37,1.33,1.14,2025-03-25,1611,T,77,6.1NRT,298.12,17.87,D
36.02306,-91.04387,322.66,1.33,1.14,2025-03-25,1611,T,79,6.1NRT,297.11,21.15,D
36.02409,-91.04932,325.69,1.33,1.14,2025-03-25,1611,T,82,6.1NRT,298.07,24.5,D
35.922,-90.71346,311.18,1.39,1.17,2025-03-25,1611,T,64,6.1NRT,295.6,11.64,D
36.10109,-92.01,315.53,1.19,1.09,2025-03-25,1611,T,71,6.1NRT,295.17,13.48,D
36.09788,-92.01742,316.7,1.19,1.09,2025-03-25,1611,T,73,6.1NRT,295.04,15.78,D
36.09571,-92.00454,307.96,1.19,1.09,2025-03-25,1611,T,55,6.1NRT,294.78,7.03,D
35.90909,-91.74827,310.95,1.23,1.1,2025-03-25,1611,T,64,6.1NRT,294.99,9.98,D
35.42354,-89.42694,304.36,1.69,1.28,2025-03-25,1611,T,26,6.1NRT,293.45,7.12,D
36.55688,-96.54979,317.32,1.04,1.02,2025-03-25,1611,T,48,6.1NRT,286.15,11.09,D
35.60273,-91.12804,312.31,1.34,1.15,2025-03-25,1611,T,40,6.1NRT,298.51,9.27,D
36.39669,-96.66348,320.83,1.05,1.02,2025-03-25,1611,T,79,6.1NRT,278.9,16.76,D
35.50546,-91.27829,311.86,1.32,1.14,2025-03-25,1611,T,66,6.1NRT,297.16,8.09,D
35.00311,-88.77455,305.89,1.9,1.35,2025-03-25,1611,T,54,6.1NRT,294.66,11.81,D
34.99917,-88.75479,304.41,1.91,1.35,2025-03-25,1611,T,46,6.1NRT,294.34,9.65,D
34.9501,-89.9464,309,1.61,1.25,2025-03-25,1611,T,60,6.1NRT,295.76,9.51,D
34.17477,-86.38129,302.41,2.86,1.61,2025-03-25,1611,T,46,6.1NRT,291.11,16.96,D
34.29259,-87.28039,308.03,2.48,1.52,2025-03-25,1611,T,64,6.1NRT,292.58,24.6,D
34.6389,-89.01041,308.69,1.87,1.34,2025-03-25,1611,T,62,6.1NRT,293.76,15.58,D
34.71305,-89.8636,312.41,1.65,1.26,2025-03-25,1611,T,67,6.1NRT,294.55,16.73,D
34.70973,-89.84637,309.59,1.65,1.26,2025-03-25,1611,T,62,6.1NRT,294.43,12.55,D
35.93683,-98.29337,316.59,1.18,1.08,2025-03-25,1611,T,68,6.1NRT,298.46,11.83,D
35.15347,-96.46429,314.48,1.02,1.01,2025-03-25,1611,T,67,6.1NRT,297.98,8.25,D
35.03326,-96.0627,318.49,1.01,1,2025-03-25,1611,T,74,6.1NRT,298.08,11.95,D
35.03176,-96.05196,323.99,1.01,1,2025-03-25,1611,T,80,6.1NRT,299.07,17.56,D
34.99248,-96.22511,323.6,1.01,1,2025-03-25,1611,T,75,6.1NRT,297.35,16.31,D
35.05111,-97.15266,317.01,1.05,1.03,2025-03-25,1611,T,69,6.1NRT,299.02,9.34,D
35.04965,-97.1414,317.62,1.05,1.02,2025-03-25,1611,T,70,6.1NRT,299.02,10.1,D
35.04211,-97.15436,313.78,1.05,1.03,2025-03-25,1611,T,10,6.1NRT,299.36,5.92,D
34.263,-92.22989,310.59,1.24,1.11,2025-03-25,1611,T,59,6.1NRT,297.19,9.55,D
34.84204,-96.08061,313.44,1.01,1,2025-03-25,1611,T,34,6.1NRT,295.31,7.82,D
34.84055,-96.06995,318.99,1.01,1,2025-03-25,1611,T,74,6.1NRT,294.09,12.78,D
34.83907,-96.05928,311.02,1.01,1,2025-03-25,1611,T,33,6.1NRT,291.8,5.58,D
34.92556,-96.96576,315.33,1.04,1.02,2025-03-25,1611,T,57,6.1NRT,298.52,8.24,D
34.9241,-96.95467,315.74,1.04,1.02,2025-03-25,1611,T,66,6.1NRT,299.57,8.51,D
34.81286,-96.13033,315.79,1.01,1,2025-03-25,1611,T,69,6.1NRT,296.57,9.51,D
34.83209,-96.33561,316.4,1.01,1.01,2025-03-25,1611,T,69,6.1NRT,298.34,9.99,D
34.78706,-96.41685,312.07,1.01,1.01,2025-03-25,1611,T,59,6.1NRT,297.55,6.49,D
34.65176,-95.9127,317.53,1,1,2025-03-25,1611,T,71,6.1NRT,298.12,9.96,D
34.61521,-95.90913,310.5,1,1,2025-03-25,1611,T,44,6.1NRT,295.96,5.07,D
34.65456,-96.66566,327.23,1.02,1.01,2025-03-25,1611,T,81,6.1NRT,298.86,20.47,D
34.65309,-96.65482,335.38,1.02,1.01,2025-03-25,1611,T,87,6.1NRT,299.78,31.68,D
34.58981,-96.2591,313.33,1.01,1,2025-03-25,1611,T,62,6.1NRT,298.18,7.38,D
34.78087,-98.85835,317.16,1.22,1.1,2025-03-25,1611,T,64,6.1NRT,301.75,10.06,D
34.77938,-98.84535,348.3,1.21,1.1,2025-03-25,1611,T,94,6.1NRT,303.7,68.06,D
34.37569,-96.71613,312.65,1.02,1.01,2025-03-25,1611,T,58,6.1NRT,300.24,5.13,D
34.33507,-96.89645,311.79,1.03,1.01,2025-03-25,1611,T,53,6.1NRT,299.9,4.55,D
34.3336,-96.88557,312.98,1.03,1.01,2025-03-25,1611,T,58,6.1NRT,300.79,5.33,D
34.32618,-96.89814,325.99,1.03,1.01,2025-03-25,1611,T,79,6.1NRT,300.78,17.92,D
34.32472,-96.88728,328.15,1.03,1.01,2025-03-25,1611,T,81,6.1NRT,301.49,20.41,D
34.15271,-95.65438,314.36,1,1,2025-03-25,1611,T,67,6.1NRT,295.8,8.54,D
34.53767,-98.63264,324.14,1.18,1.08,2025-03-25,1611,T,66,6.1NRT,302.02,16.81,D
34.52818,-98.63424,323.35,1.18,1.08,2025-03-25,1611,T,62,6.1NRT,301.7,15.54,D
33.90408,-95.58807,311.63,1,1,2025-03-25,1611,T,26,6.1NRT,299.8,6.59,D
33.83653,-95.32726,315.68,1,1,2025-03-25,1611,T,70,6.1NRT,297.39,9.84,D
33.9787,-96.989,310.21,1.03,1.01,2025-03-25,1611,T,29,6.1NRT,298.21,4.8,D
33.91911,-97.08893,314.11,1.03,1.02,2025-03-25,1611,T,60,6.1NRT,300.98,6.57,D
33.9102,-97.09062,338.44,1.03,1.02,2025-03-25,1611,T,89,6.1NRT,301.43,36.24,D
33.92702,-97.43108,313.59,1.05,1.02,2025-03-25,1611,T,51,6.1NRT,301.66,4.51,D
33.92556,-97.41998,316.28,1.05,1.02,2025-03-25,1611,T,65,6.1NRT,303.06,6.46,D
33.64121,-95.56396,314.52,1,1,2025-03-25,1611,T,66,6.1NRT,297.68,6.96,D
34.32551,-102.47217,326.68,1.96,1.37,2025-03-25,1611,T,78,6.1NRT,301.39,47.18,D
33.45621,-95.95324,318.71,1,1,2025-03-25,1611,T,72,6.1NRT,299.28,10.82,D
33.45471,-95.94281,313.62,1,1,2025-03-25,1611,T,63,6.1NRT,299.34,6.48,D
33.07363,-94.21117,310.06,1.07,1.03,2025-03-25,1611,T,63,6.1NRT,294.33,6.8,D
33.46696,-97.36636,314.78,1.04,1.02,2025-03-25,1613,T,60,6.1NRT,300.71,6.77,D
33.45802,-97.36797,328.93,1.04,1.02,2025-03-25,1613,T,81,6.1NRT,301.18,21.64,D
32.81568,-93.48622,315.03,1.14,1.06,2025-03-25,1613,T,58,6.1NRT,290.58,12.13,D
32.80869,-93.48215,324.44,1.14,1.06,2025-03-25,1613,T,82,6.1NRT,290.88,23.98,D
33.09968,-95.41113,310.61,1.01,1,2025-03-25,1613,T,59,6.1NRT,297.27,5.79,D
32.79016,-93.4864,309.82,1.14,1.06,2025-03-25,1613,T,30,6.1NRT,289.34,7.49,D
33.06026,-95.26812,309.11,1.01,1.01,2025-03-25,1613,T,56,6.1NRT,294,5.09,D
33.05869,-95.25762,307.59,1.01,1.01,2025-03-25,1613,T,42,6.1NRT,291.32,3.94,D
33.13408,-96.07936,313.36,1,1,2025-03-25,1613,T,48,6.1NRT,296.5,6.75,D
33.13259,-96.06896,317.35,1,1,2025-03-25,1613,T,70,6.1NRT,297.31,10.24,D
33.12533,-96.08109,312.47,1,1,2025-03-25,1613,T,15,6.1NRT,297.72,5.6,D
33.12384,-96.0707,316.68,1,1,2025-03-25,1613,T,61,6.1NRT,296.92,9.18,D
32.493,-95.25021,309.05,1.02,1.01,2025-03-25,1613,T,64,6.1NRT,286.67,5.83,D
32.33125,-94.50237,322.34,1.06,1.03,2025-03-25,1613,T,81,6.1NRT,285.16,19.47,D
32.32951,-94.49146,319.91,1.06,1.03,2025-03-25,1613,T,79,6.1NRT,284.88,16.94,D
32.77822,-98.16265,317.56,1.09,1.04,2025-03-25,1613,T,65,6.1NRT,302.76,8.93,D
32.05082,-93.50841,331.24,1.16,1.07,2025-03-25,1613,T,87,6.1NRT,277.61,37.18,D
32.74222,-98.89444,323.54,1.16,1.07,2025-03-25,1613,T,73,6.1NRT,304.16,15.13,D
32.0775,-95.25294,309.1,1.02,1.01,2025-03-25,1613,T,67,6.1NRT,289.73,6.48,D
32.36258,-97.86321,316.86,1.06,1.03,2025-03-25,1613,T,65,6.1NRT,301.04,7.75,D
32.36117,-97.85233,315.41,1.06,1.03,2025-03-25,1613,T,61,6.1NRT,301.22,6.52,D
31.53159,-94.90163,322.88,1.05,1.02,2025-03-25,1613,T,79,6.1NRT,296.84,18.6,D
31.72706,-96.32751,310.73,1,1,2025-03-25,1613,T,53,6.1NRT,296.43,5.88,D
31.23426,-94.65958,311.34,1.07,1.03,2025-03-25,1613,T,64,6.1NRT,297.15,7.61,D
31.35835,-95.82838,310.29,1.01,1,2025-03-25,1613,T,54,6.1NRT,296.95,5.18,D
31.14166,-96.42534,317.86,1,1,2025-03-25,1613,T,70,6.1NRT,298.83,10.61,D
31.12391,-96.30325,312.46,1,1,2025-03-25,1613,T,59,6.1NRT,298.09,6.91,D
31.02609,-95.96114,312.29,1.01,1,2025-03-25,1613,T,61,6.1NRT,299.36,5.2,D
31.0934,-96.67029,321.7,1,1,2025-03-25,1613,T,75,6.1NRT,299.88,12.47,D
31.08465,-96.67194,316.28,1,1,2025-03-25,1613,T,29,6.1NRT,298.88,7.18,D
31.07739,-96.70078,328.09,1,1,2025-03-25,1613,T,81,6.1NRT,301.03,20.54,D
31.07594,-96.69061,315.8,1,1,2025-03-25,1613,T,65,6.1NRT,299.7,8.09,D
30.8102,-96.50311,314.23,1,1,2025-03-25,1613,T,63,6.1NRT,298.45,7.4,D
30.80145,-96.50477,317.05,1,1,2025-03-25,1613,T,68,6.1NRT,298.94,9.78,D
30.36847,-95.28776,309.22,1.05,1.02,2025-03-25,1613,T,55,6.1NRT,297.78,5.04,D
30.29911,-95.31911,308.88,1.04,1.02,2025-03-25,1613,T,45,6.1NRT,297.97,4.15,D
29.67056,-92.22085,309.18,1.49,1.21,2025-03-25,1613,T,43,6.1NRT,294.59,8.94,D
30.42702,-96.99056,313.51,1,1,2025-03-25,1613,T,56,6.1NRT,301.07,5.25,D
30.14814,-95.18139,309.2,1.06,1.03,2025-03-25,1613,T,41,6.1NRT,298.23,4.63,D
29.93391,-94.93954,315.45,1.08,1.04,2025-03-25,1613,T,67,6.1NRT,300.1,7.89,D
30.1131,-96.34691,314.57,1,1,2025-03-25,1613,T,62,6.1NRT,301,6.79,D
29.78789,-94.89249,315.03,1.09,1.04,2025-03-25,1613,T,64,6.1NRT,301.17,8.13,D
29.93612,-95.9761,310.76,1.02,1.01,2025-03-25,1613,T,39,6.1NRT,298.71,4.86,D
29.26601,-96.12884,316.41,1.02,1.01,2025-03-25,1613,T,65,6.1NRT,300.63,7.87,D
29.31799,-97.76937,323.87,1.01,1.01,2025-03-25,1613,T,75,6.1NRT,302.4,12.29,D
28.94608,-96.46349,324.22,1.01,1,2025-03-25,1613,T,76,6.1NRT,302.84,12.25,D
29.29327,-100.14114,315.86,1.22,1.1,2025-03-25,1613,T,24,6.1NRT,297.98,7.34,D
28.68861,-95.98415,321.91,1.03,1.01,2025-03-25,1613,T,72,6.1NRT,299.39,14.16,D
28.69576,-96.15034,315.05,1.02,1.01,2025-03-25,1613,T,48,6.1NRT,302.33,5.5,D
28.81769,-97.69883,320.54,1.01,1,2025-03-25,1613,T,66,6.1NRT,302.23,10.52,D
28.66895,-96.84778,319.02,1,1,2025-03-25,1613,T,50,6.1NRT,302.65,5.98,D
27.38345,-97.66827,336.96,1,1,2025-03-25,1613,T,76,6.1NRT,303.15,30.07,D
27.38206,-97.65845,364.08,1,1,2025-03-25,1613,T,94,6.1NRT,303.36,89.06,D
27.37329,-97.65999,340.48,1,1,2025-03-25,1613,T,68,6.1NRT,301.7,35.54,D
27.23604,-98.26807,317.73,1.01,1.01,2025-03-25,1613,T,65,6.1NRT,298.84,8.82,D
27.23466,-98.25815,322.76,1.01,1.01,2025-03-25,1613,T,74,6.1NRT,298.64,13.84,D
26.86375,-97.84636,329.15,1,1,2025-03-25,1613,T,75,6.1NRT,299.76,18.72,D
26.85637,-97.85766,361.65,1,1,2025-03-25,1613,T,100,6.1NRT,301.81,82.17,D
26.85498,-97.84788,375.27,1,1,2025-03-25,1613,T,100,6.1NRT,304.26,125.91,D
26.85359,-97.8381,320.43,1,1,2025-03-25,1613,T,70,6.1NRT,300.21,8.64,D
26.84899,-97.86895,317.8,1,1,2025-03-25,1613,T,64,6.1NRT,299.81,7.9,D
26.8476,-97.85917,365.24,1,1,2025-03-25,1613,T,100,6.1NRT,303.94,92.37,D
26.84621,-97.8494,333.39,1,1,2025-03-25,1613,T,84,6.1NRT,301.14,23.59,D
46.09369,-119.67906,303.6,1.13,1.06,2025-03-25,1749,T,56,6.1NRT,285.25,3.74,D
42.6432,-103.55246,304.54,4.61,1.97,2025-03-25,1749,T,51,6.1NRT,282,44.43,D
42.62854,-103.4994,305.83,4.64,1.97,2025-03-25,1749,T,54,6.1NRT,285.1,51.07,D
43.83792,-118.30745,326.55,1.01,1.01,2025-03-25,1749,T,84,6.1NRT,287.21,24.55,D
43.83624,-118.29517,327.47,1.01,1,2025-03-25,1749,T,85,6.1NRT,287.09,25.58,D
42.68792,-111.59235,314.94,1.61,1.25,2025-03-25,1749,T,0,6.1NRT,281.01,30.37,D
42.96914,-120.75344,304.04,1.14,1.06,2025-03-25,1749,T,19,6.1NRT,282.44,5.11,D
41.74706,-122.67604,309.09,1.34,1.15,2025-03-25,1749,T,68,6.1NRT,287.91,11.99,D
41.74554,-122.66112,312.82,1.33,1.14,2025-03-25,1749,T,73,6.1NRT,290.08,15.53,D
39.5393,-118.59977,327.81,1,1,2025-03-25,1749,T,82,6.1NRT,301.58,18.13,D
39.93161,-121.71796,316.11,1.15,1.07,2025-03-25,1749,T,71,6.1NRT,297.16,11.02,D
39.76303,-121.92931,315.48,1.17,1.08,2025-03-25,1749,T,76,6.1NRT,298.67,11.38,D
39.64799,-122.01827,310.16,1.18,1.08,2025-03-25,1749,T,69,6.1NRT,295.73,8.29,D
39.64642,-122.00491,323.44,1.18,1.08,2025-03-25,1749,T,82,6.1NRT,295.93,23.17,D
39.52197,-121.44259,310.23,1.12,1.05,2025-03-25,1749,T,65,6.1NRT,294.68,7.83,D
39.41369,-122.25333,318.11,1.2,1.09,2025-03-25,1749,T,60,6.1NRT,301.11,13.67,D
39.41217,-122.23977,319.77,1.2,1.09,2025-03-25,1749,T,78,6.1NRT,301.11,15.09,D
39.4026,-122.24154,316.46,1.2,1.09,2025-03-25,1749,T,45,6.1NRT,300.03,10.97,D
38.25303,-120.71734,307.49,1.04,1.02,2025-03-25,1749,T,60,6.1NRT,296.5,5.08,D
38.03471,-120.25935,307.48,1.02,1.01,2025-03-25,1749,T,61,6.1NRT,295.72,5.07,D
37.02474,-121.55075,315.53,1.07,1.03,2025-03-25,1749,T,65,6.1NRT,303.44,7.58,D
36.33543,-121.34436,334.02,1.05,1.02,2025-03-25,1749,T,86,6.1NRT,300.49,29.81,D
36.33397,-121.33316,316.26,1.04,1.02,2025-03-25,1749,T,54,6.1NRT,301.37,7.81,D
36.32644,-121.34589,316.33,1.05,1.02,2025-03-25,1749,T,57,6.1NRT,298.84,8.73,D
35.73001,-120.61159,309.42,1.01,1,2025-03-25,1752,T,43,6.1NRT,292.39,4.89,D
34.88644,-120.26869,311.69,1,1,2025-03-25,1752,T,65,6.1NRT,298.06,6.02,D
34.80685,-120.42216,307.35,1,1,2025-03-25,1752,T,35,6.1NRT,293.7,4.08,D
32.64783,-114.55603,336.29,1.82,1.32,2025-03-25,1752,T,84,6.1NRT,308.42,60.85,D
32.65158,-114.56145,333.22,1.82,1.32,2025-03-25,1752,T,81,6.1NRT,308.26,50.34,D
19.40924,-155.28383,317.77,2.21,1.44,2025-03-25,1934,T,67,6.1NRT,295.58,35.59,D
19.40707,-155.26337,312.98,2.2,1.44,2025-03-25,1934,T,40,6.1NRT,292.26,23.58,D
29.86869,-82.05199,311.52,3.09,1.67,2025-03-25,1906,A,37,6.1NRT,293.66,27.69,D
29.99415,-82.67635,321.63,3.39,1.74,2025-03-25,1906,A,74,6.1NRT,300.04,73.87,D
29.99186,-82.68285,323.98,3.39,1.74,2025-03-25,1906,A,77,6.1NRT,299.78,93.02,D
30.49022,-82.68984,307.23,3.3,1.72,2025-03-25,1906,A,53,6.1NRT,295.6,24.89,D
30.48284,-82.72223,309.93,3.32,1.72,2025-03-25,1906,A,61,6.1NRT,296.05,33.56,D
30.66876,-83.42278,311.08,3.66,1.79,2025-03-25,1906,A,41,6.1NRT,296.47,36.56,D
30.66052,-83.45872,312.32,3.68,1.8,2025-03-25,1906,A,47,6.1NRT,297.39,44.02,D
30.67839,-83.4297,314.88,3.66,1.79,2025-03-25,1906,A,71,6.1NRT,296.62,62.07,D
30.66997,-83.46546,312.65,3.68,1.8,2025-03-25,1906,A,68,6.1NRT,297.29,51.67,D
30.54165,-84.07624,310.16,4.08,1.87,2025-03-25,1906,A,62,6.1NRT,296.04,49.06,D
30.5321,-84.11605,308.26,4.11,1.88,2025-03-25,1906,A,53,6.1NRT,296.07,37.83,D
30.65925,-84.08358,306.75,4.05,1.87,2025-03-25,1906,A,53,6.1NRT,295.84,30.64,D
30.76935,-83.90957,307.19,3.92,1.84,2025-03-25,1906,A,53,6.1NRT,295.72,30.04,D
31.91599,-81.63841,306.28,2.57,1.54,2025-03-25,1906,A,51,6.1NRT,295.83,14.51,D
32.5605,-81.82171,312.9,2.55,1.54,2025-03-25,1906,A,69,6.1NRT,297.08,32.08,D
32.92339,-81.6892,307.04,2.45,1.51,2025-03-25,1906,A,56,6.1NRT,296.97,14.85,D
32.79332,-82.40335,306.86,2.75,1.59,2025-03-25,1906,A,55,6.1NRT,295.98,19.39,D
33.15289,-81.87912,311.5,2.49,1.52,2025-03-25,1906,A,66,6.1NRT,297.6,25.64,D
33.14894,-81.88472,309.28,2.49,1.52,2025-03-25,1906,A,61,6.1NRT,297.4,19.52,D
34.19238,-78.54726,310.73,1.44,1.19,2025-03-25,1906,A,63,6.1NRT,299.93,11.23,D
34.20539,-78.53509,349.87,1.44,1.19,2025-03-25,1906,A,95,6.1NRT,298.59,98.97,D
34.20263,-78.55009,424.5,1.44,1.19,2025-03-25,1906,A,100,6.1NRT,314.06,736.97,D
34.19987,-78.56512,326.76,1.45,1.19,2025-03-25,1906,A,82,6.1NRT,298.21,35.68,D
